Date,Close,High,Low,Open,Volume,Ticker
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,
2020-05-15,1645.25537109375,1666.5500808364236,1621.1792478470898,1665.333219059684,3173682,TCS.NS
2020-05-18,1691.0606689453125,1697.449060591619,1627.1765402820972,1657.5106579694077,3727694,TCS.NS
2020-05-19,1693.7117919921875,1709.1829876756553,1654.0340747591624,1654.0340747591624,3198693,TCS.NS
2020-05-20,1698.0140380859375,1706.0973784127127,1678.9791541003613,1694.885040769148,2778505,TCS.NS
2020-05-21,1730.6949462890625,1736.6053573125403,1687.192958831246,1691.408421086188,3400908,TCS.NS
2020-05-22,1756.0313720703125,1766.1572456089036,1704.6633356055424,1718.4396885700246,3663418,TCS.NS
2020-05-26,1688.8009033203125,1759.203823119049,1673.1558100317043,1751.381276474745,4575317,TCS.NS
2020-05-27,1742.950439453125,1747.0355049101447,1687.2799372670738,1702.7077383676485,3482160,TCS.NS
2020-05-28,1742.0814208984375,1750.5123465624993,1713.3987459051095,1728.3484613403823,3475681,TCS.NS
2020-05-29,1714.3109130859375,1740.6468600608957,1705.6626964460127,1722.698441855855,7237735,TCS.NS
2020-06-01,1777.674072265625,1790.494359548802,1721.9166660140247,1729.652318204911,3747773,TCS.NS
2020-06-02,1779.3251953125,1808.7466415682577,1773.1540963234172,1790.6678244311472,2443886,TCS.NS
2020-06-03,1783.68359375,1799.0259622608462,1760.8879194509555,1788.6524997461158,3699799,TCS.NS
2020-06-04,1823.2603759765625,1830.6264254570656,1784.20696966869,1784.20696966869,4048593,TCS.NS
2020-06-05,1785.51416015625,1828.8825621910473,1778.5839756622022,1823.303596606581,3573289,TCS.NS
2020-06-08,1806.0,1826.2676481235671,1797.587921499789,1811.6662242065888,2957841,TCS.NS
2020-06-09,1806.261474609375,1826.7034245551226,1795.9750562823629,1798.4595626765354,2909439,TCS.NS
2020-06-10,1838.2542724609375,1858.5219247832692,1807.525896359338,1810.6205697088321,5168397,TCS.NS
2020-06-11,1802.42529296875,1834.984364325157,1797.3258204106671,1830.6257316307979,2269513,TCS.NS
2020-06-12,1777.886962890625,1786.342671019653,1753.042746934566,1753.2170497449072,2842642,TCS.NS
2020-06-15,1769.51806640625,1794.8852923346112,1744.2815143545686,1777.5379095575831,2399022,TCS.NS
2020-06-16,1783.37890625,1807.9179329655374,1770.4773057701939,1800.1160198992864,2146528,TCS.NS
2020-06-17,1785.1221923828125,1794.7548161349644,1766.597997791723,1783.5530415703113,2703527,TCS.NS
2020-06-18,1776.666259765625,1795.0596728240969,1765.420963459673,1782.6811955955022,1944389,TCS.NS
2020-06-19,1782.3326416015625,1821.9090606609934,1771.3489049105926,1780.0661731434204,5681758,TCS.NS
2020-06-22,1767.818359375,1789.0013636336823,1760.1472272178053,1787.039978291655,3196138,TCS.NS
2020-06-23,1774.2257080078125,1781.809689070674,1752.1709760430797,1766.9903325568769,4205944,TCS.NS
2020-06-24,1780.240234375,1799.4618507849095,1770.9999525844485,1773.0921179588256,2560937,TCS.NS
2020-06-25,1757.4886474609375,1795.7574810829158,1751.5173392552663,1773.9643077688029,3043931,TCS.NS
2020-06-26,1847.0582275390625,1858.52134866416,1760.8443280891452,1765.2465905463998,6300722,TCS.NS
2020-06-29,1832.0643310546875,1854.6858091433617,1823.0420874181657,1837.599880720574,3076341,TCS.NS
2020-06-30,1815.0660400390625,1840.999914747305,1808.8769068786894,1830.626449993586,3071725,TCS.NS
2020-07-01,1823.6959228515625,1842.7866528451,1812.755709976512,1812.9300127553208,2503466,TCS.NS
2020-07-02,1880.4451904296875,1887.2883302439675,1828.8826405782188,1832.3695474239353,3758699,TCS.NS
2020-07-03,1917.4937744140625,1922.157597933176,1883.147823553353,1886.1116095498473,4185208,TCS.NS
2020-07-06,1972.89208984375,1978.7326169533794,1922.1576316546577,1922.1576316546577,5190366,TCS.NS
2020-07-07,1978.7330322265625,2007.3257203921687,1945.8253379756286,1983.1789250562786,5630055,TCS.NS
2020-07-08,1934.274169921875,1982.6549987809287,1924.423829079953,1978.819486667604,2793358,TCS.NS
2020-07-09,1921.591064453125,1956.5908104845953,1909.9970554016188,1943.0790450301463,3443998,TCS.NS
2020-07-10,1937.28173828125,1961.254220321285,1896.877124331493,1922.3751279558937,9610320,TCS.NS
2020-07-13,1935.2333984375,1956.9829384362376,1926.5161308769707,1935.2333984375,2963503,TCS.NS
2020-07-14,1893.3470458984375,1951.7963724161048,1887.288586994581,1926.5162943455077,2976738,TCS.NS
2020-07-15,1947.3504638671875,1970.1026190665104,1901.323457893274,1904.7231073718253,5569321,TCS.NS
2020-07-16,1952.46142578125,2038.300707617253,1939.6620660239462,1960.5429866665734,8582118,TCS.NS
2020-07-17,1922.756591796875,1960.4559030166122,1913.4082325340657,1954.4275796204065,4509135,TCS.NS
2020-07-20,1929.0032958984375,1945.603261586721,1914.0634547598036,1922.9749726269242,2952646,TCS.NS
2020-07-21,1943.9869384765625,1955.8688903515297,1923.1058025139032,1948.3116234108584,2665286,TCS.NS
2020-07-22,1914.1939697265625,1949.184984429133,1908.2966148879714,1949.184984429133,2861534,TCS.NS
2020-07-23,1896.9385986328125,1914.1938207061075,1889.7744478246668,1914.1938207061075,2265766,TCS.NS
2020-07-24,1884.8818359375,1889.7745414300118,1856.662072372267,1882.3482429546743,3665100,TCS.NS
2020-07-27,1928.0426025390625,1935.2067564489334,1890.21210725836,1891.5226310211922,4248480,TCS.NS
2020-07-28,2017.987548828125,2026.9427917658838,1935.206156793721,1935.206156793721,8092319,TCS.NS
2020-07-29,1988.54443359375,2046.163732592089,1962.3339673350981,2002.4796221610025,6090431,TCS.NS
2020-07-30,1991.558349609375,2060.142394550957,1985.2241543759167,1997.1498297363237,7098496,TCS.NS
2020-07-31,1993.21875,2039.8735136458017,1972.294101196288,2012.2213403691687,4723290,TCS.NS
2020-08-03,1969.4107666015625,2012.8329452458786,1948.9229604152245,2001.12547506702,4012337,TCS.NS
2020-08-04,1965.523681640625,1982.953606664835,1943.9874911004015,1974.4789281953142,2927928,TCS.NS
2020-08-05,1974.0848388671875,2009.468966317562,1968.4059048319423,1974.521679946822,3800641,TCS.NS
2020-08-06,2016.546630859375,2026.506525877255,1979.1967045902425,1987.627655257924,4748047,TCS.NS
2020-08-07,2005.4066162109375,2033.932256044989,1998.1112841816537,2016.458611233606,3165491,TCS.NS
2020-08-10,1994.4420166015625,2031.3113673617959,1988.5446610188992,2025.1955912019969,2929353,TCS.NS
2020-08-11,1991.9080810546875,2019.953366664989,1988.1514180120762,1994.616581356475,2774423,TCS.NS
2020-08-12,1972.2061767578125,2006.3232887139222,1962.770368360068,1999.2903191524595,3415751,TCS.NS
2020-08-13,1969.67333984375,2009.4696177601006,1966.222336856133,1985.880191812482,2695682,TCS.NS
2020-08-14,1958.9267578125,1993.131549133702,1951.0201033391352,1989.374672441154,2270405,TCS.NS
2020-08-17,1968.7554931640625,1983.2587038075928,1955.5192924217379,1977.1429280689792,2625630,TCS.NS
2020-08-18,1983.0400390625,1999.8584202727448,1964.2995998027736,1976.9679908442567,3493374,TCS.NS
2020-08-19,1971.5517578125,1996.0148646235318,1967.9695747089104,1988.8069849381384,2843005,TCS.NS
2020-08-20,1968.2750244140625,1988.9812498393426,1957.09184962321,1971.9007202139996,2895164,TCS.NS
2020-08-21,1964.5618896484375,1984.132285701629,1957.9655463465851,1974.521781455606,1975294,TCS.NS
2020-08-24,1964.125244140625,1974.4782513104003,1948.311509349583,1966.3094498685953,2167966,TCS.NS
2020-08-25,1959.363525390625,1965.7851756181815,1951.4131444389304,1961.4167641168078,1663419,TCS.NS
2020-08-26,1968.8428955078125,1974.4343764314583,1936.4729263871238,1958.795549912809,2618149,TCS.NS
2020-08-27,1964.3873291015625,1998.4174275987864,1958.5774267393501,1979.764223928345,3579393,TCS.NS
2020-08-28,1955.781005859375,1991.951357596977,1952.7668454314553,1981.860287206739,2941136,TCS.NS
2020-08-31,1972.119384765625,1988.6756218002542,1946.5641773209934,1957.048364990586,6018154,TCS.NS
2020-09-01,1962.5963134765625,1990.2482728601628,1958.184175215792,1982.3851321860006,3610908,TCS.NS
2020-09-02,1979.021484375,1982.1668261469483,1958.489949206095,1963.164235086366,2084137,TCS.NS
2020-09-03,2009.0325927734375,2030.4378106568684,1981.5115983518835,1981.5115983518835,4654146,TCS.NS
2020-09-04,1999.68408203125,2030.6560767686142,1977.0993093558811,1987.627223684456,5231303,TCS.NS
2020-09-07,2033.10205078125,2047.474079212539,1994.9221842195825,1999.8584029517822,4620401,TCS.NS
2020-09-08,2051.579833984375,2088.4928949622454,2033.1015467680236,2040.877230505584,7453998,TCS.NS
2020-09-09,2033.62646484375,2061.0164895227153,2026.942880751462,2031.311292132392,3866535,TCS.NS
2020-09-10,2036.683837890625,2051.8423068705824,2030.699243792594,2040.0475991240407,2308813,TCS.NS
2020-09-11,2074.209716796875,2081.985405757157,2035.8112001284733,2036.510188791524,4145424,TCS.NS
2020-09-14,2176.69189453125,2189.2293202671613,2080.980173708576,2082.9459587911265,7512131,TCS.NS
2020-09-15,2176.69189453125,2217.405573117053,2153.2773806334912,2176.69189453125,7318770,TCS.NS
2020-09-16,2186.826416015625,2190.84543921616,2164.3728274766845,2174.5511391783684,3074003,TCS.NS
2020-09-17,2150.087890625,2180.4920699309955,2141.0454089999303,2166.7315770525365,4828176,TCS.NS
2020-09-18,2140.434326171875,2184.555285305051,2128.6396143243924,2171.1006622958726,4183256,TCS.NS
2020-09-21,2153.888916015625,2188.486605495123,2142.399866327681,2153.6267686776287,4598809,TCS.NS
2020-09-22,2204.25634765625,2232.257903350715,2147.510734417244,2171.100152573983,7499613,TCS.NS
2020-09-23,2155.766845703125,2201.5479155267917,2104.7001698382505,2192.9420615583267,7502280,TCS.NS
2020-09-24,2037.6456298828125,2140.521725035005,2011.7410339187459,2140.521725035005,8424708,TCS.NS
2020-09-25,2116.320556640625,2131.7846898039365,2054.988105356532,2068.879567809722,8228267,TCS.NS
2020-09-28,2119.815673828125,2135.2798098232815,2067.1325818501978,2131.785080183636,4347166,TCS.NS
2020-09-29,2174.071044921875,2193.8600778616924,2119.815499703822,2127.2855263552406,6995811,TCS.NS
2020-09-30,2177.478271484375,2188.5739931807548,2149.2582927044537,2174.5950774558473,3917166,TCS.NS
2020-10-01,2204.69384765625,2219.153334285986,2177.4787257472676,2192.9428618337893,2610337,TCS.NS
2020-10-05,2364.009765625,2383.492924857861,2274.2389033903096,2289.047776689921,17412105,TCS.NS
2020-10-06,2371.435791015625,2390.3946533177104,2315.345432819533,2390.3946533177104,9846367,TCS.NS
2020-10-07,2390.350830078125,2420.099752365847,2361.56304355411,2395.6366501758675,9656101,TCS.NS
2020-10-08,2468.763916015625,2520.5733166224113,2446.3103246248706,2446.3103246248706,19839329,TCS.NS
2020-10-09,2457.623779296875,2472.389133318299,2428.835999587913,2455.046460015121,7739245,TCS.NS
2020-10-12,2472.520751953125,2493.489125821279,2446.9655463013128,2459.8523594077824,4623203,TCS.NS
2020-10-13,2469.50634765625,2494.275108867815,2456.9689233618215,2485.625740819581,4209878,TCS.NS
2020-10-14,2465.163330078125,2493.5912373886895,2445.8164586700304,2493.5912373886895,4395936,TCS.NS
2020-10-15,2404.622314453125,2481.0882680438763,2392.689490568703,2466.3916970988726,6629355,TCS.NS
2020-10-16,2424.5400390625,2431.866262712199,2396.4630007825263,2412.958303614171,5273773,TCS.NS
2020-10-19,2379.1337890625,2433.927831688607,2374.790665802685,2433.927831688607,3331194,TCS.NS
2020-10-20,2403.21875,2421.556478070708,2384.749282299319,2390.935047006207,3406273,TCS.NS
2020-10-21,2347.415771484375,2411.993044537917,2336.5799181628945,2403.2189701670986,4570143,TCS.NS
2020-10-22,2343.686279296875,2357.2860916088785,2314.6881411873023,2334.7806814349287,5262294,TCS.NS
2020-10-23,2357.41796875,2370.7545168241036,2342.7653097302127,2358.295376047122,3499091,TCS.NS
2020-10-26,2358.646484375,2377.730094957164,2343.1164165365,2360.181947295404,2672752,TCS.NS
2020-10-27,2307.712646484375,2384.9244862771034,2302.4045038672325,2368.780278186564,3537502,TCS.NS
2020-10-28,2300.73779296875,2330.350294669085,2286.5238349947504,2325.129763137409,3569445,TCS.NS
2020-10-29,2309.906005859375,2329.5161426883374,2281.4780979379843,2288.2780038158885,3105968,TCS.NS
2020-10-30,2338.1591796875,2346.4945499308647,2300.21130989534,2312.9337171088964,3427003,TCS.NS
2020-11-02,2285.294921875,2338.158706671318,2281.3026761976103,2333.903195986818,2571196,TCS.NS
2020-11-03,2310.739990234375,2338.290494238278,2282.1803392918623,2284.768648028696,2879269,TCS.NS
2020-11-04,2327.892822265625,2388.170868151739,2290.03278734685,2290.03278734685,4893928,TCS.NS
2020-11-05,2356.452880859375,2377.773922340972,2340.045406230027,2355.838738555539,2816502,TCS.NS
2020-11-06,2375.536376953125,2380.6253821897135,2352.5922614970063,2368.1223280309728,3884421,TCS.NS
2020-11-09,2392.3388671875,2407.6056687613727,2364.700536806311,2396.2872000990988,3646592,TCS.NS
2020-11-10,2324.778564453125,2380.537629318562,2314.9077319175917,2366.543025143672,4760020,TCS.NS
2020-11-11,2358.2958984375,2362.6829358948917,2319.3388772893763,2340.879274047331,3242441,TCS.NS
2020-11-12,2343.598876953125,2380.4060713738277,2335.438945993102,2356.7160736122746,2437505,TCS.NS
2020-11-13,2331.139404296875,2338.2023608861377,2312.84537849813,2330.174170692871,2548093,TCS.NS
2020-11-14,2342.983642578125,2359.3471958685486,2333.9463085059997,2349.6518066097733,298819,TCS.NS
2020-11-17,2339.21240234375,2364.613307648683,2325.17388177886,2364.613307648683,2827273,TCS.NS
2020-11-18,2304.6416015625,2337.588285699119,2287.4445484811836,2334.7806254216334,2893762,TCS.NS
2020-11-19,2313.635009765625,2348.0732431064457,2308.326867460032,2313.722836171811,4167501,TCS.NS
2020-11-20,2334.122802734375,2347.941967904215,2305.4316264620043,2329.5164143444285,2711471,TCS.NS
2020-11-23,2390.2763671875,2395.3214581708266,2338.2899948810455,2360.225173069423,3706418,TCS.NS
2020-11-24,2388.346923828125,2406.7285665379045,2373.387084391189,2399.1827769993292,3120516,TCS.NS
2020-11-25,2370.140625,2397.910483203922,2358.646502508863,2394.4447668562366,3302249,TCS.NS
2020-11-26,2387.07470703125,2396.1557452808297,2351.451880177085,2356.716324684944,2341099,TCS.NS
2020-11-27,2351.14453125,2384.5299239230485,2341.84414182095,2373.3868933656686,6086808,TCS.NS
2020-12-01,2392.513916015625,2400.4981927429167,2302.7112064061052,2350.5738104121124,3605017,TCS.NS
2020-12-02,2412.475830078125,2416.9943930105783,2371.1498512189837,2385.6709881597285,2509032,TCS.NS
2020-12-03,2377.291015625,2433.839869687464,2369.701528644834,2433.839869687464,2852548,TCS.NS
2020-12-04,2393.171630859375,2403.0863733200727,2368.121616857075,2378.475062840718,2686527,TCS.NS
2020-12-07,2402.078369140625,2407.6060790009005,2374.3961208347323,2382.1612625683106,1996400,TCS.NS
2020-12-08,2454.37158203125,2461.6101925479306,2397.4716306491555,2404.096098873242,4277818,TCS.NS
2020-12-09,2466.21728515625,2491.8375438209746,2450.7309127394524,2469.9023541746633,3659996,TCS.NS
2020-12-10,2442.965087890625,2480.6936002409766,2439.411545629429,2472.533669843982,2127801,TCS.NS
2020-12-11,2442.35107421875,2463.4964618669114,2425.6364221182325,2450.3353522146563,1795408,TCS.NS
2020-12-14,2454.722412109375,2460.250121058043,2418.35392159994,2458.4953064210545,2483658,TCS.NS
2020-12-15,2423.004150390625,2452.0901164400307,2417.257089785099,2444.456715840757,2365509,TCS.NS
2020-12-16,2469.199951171875,2474.1135184731647,2422.039301723273,2438.315252421648,2565149,TCS.NS
2020-12-17,2490.257568359375,2503.8573826690163,2461.1276863576554,2466.3921306065486,2863460,TCS.NS
2020-12-18,2510.261962890625,2542.7260288210528,2497.276293676306,2516.403813201787,6076692,TCS.NS
2020-12-21,2474.420166015625,2532.6362273396303,2443.5793844243444,2510.2623406958883,2705195,TCS.NS
2020-12-22,2520.352294921875,2530.135299955896,2473.1038294006576,2486.572116208388,2881737,TCS.NS
2020-12-23,2552.158447265625,2561.151871961619,2514.1666688784435,2523.467271809338,2790988,TCS.NS
2020-12-24,2552.68505859375,2563.213946377933,2529.740728770922,2552.37788034907,1807144,TCS.NS
2020-12-28,2570.27685546875,2588.0882664768783,2546.235981165484,2553.2552395560165,2108994,TCS.NS
2020-12-29,2571.2421875,2590.1064451458797,2562.029410510152,2562.029410510152,1994151,TCS.NS
2020-12-30,2552.640625,2586.3329733564965,2546.2355100615596,2574.663415599183,2637968,TCS.NS
2020-12-31,2511.79736328125,2548.8678160272575,2496.2233860920987,2544.4807801993275,4040956,TCS.NS
2021-01-01,2569.267822265625,2579.577357623474,2526.0555144891096,2526.9329217536074,2681440,TCS.NS
2021-01-04,2666.83544921875,2676.7501940827437,2580.4108342495947,2588.3514127818057,5113293,TCS.NS
2021-01-05,2713.8212890625,2732.466197692496,2666.9678161189736,2666.9678161189736,5801309,TCS.NS
2021-01-06,2677.408447265625,2731.807701314607,2664.86147969927,2719.962702449103,3726716,TCS.NS
2021-01-07,2661.000732421875,2703.160193337854,2632.4410837877763,2698.027275276198,3717827,TCS.NS
2021-01-08,2738.300048828125,2744.5297256415956,2684.8660359537353,2711.188251992497,5879039,TCS.NS
2021-01-11,2787.04052734375,2834.0257336650902,2760.8061333263317,2834.0257336650902,9508039,TCS.NS
2021-01-12,2785.63671875,2816.477500398718,2763.8330611389288,2787.0404419371316,3611458,TCS.NS
2021-01-13,2771.685546875,2787.522790335835,2742.994373083854,2785.7679758628506,3572801,TCS.NS
2021-01-14,2857.615478515625,2871.504937638506,2743.071705797272,2773.4878549669324,6931542,TCS.NS
2021-01-15,2842.36328125,2878.0976701403415,2821.8367505041224,2843.8136722370205,4131692,TCS.NS
2021-01-18,2832.166259765625,2862.9339540596566,2801.969879661121,2857.000184445808,4160906,TCS.NS
2021-01-19,2866.406494140625,2882.493647080035,2841.177025728171,2842.0561027782105,2975735,TCS.NS
2021-01-20,2908.6904296875,2925.5246707581996,2872.032956554596,2874.5821943658325,3453446,TCS.NS
2021-01-21,2877.966552734375,2908.9978016243012,2867.6373971573257,2905.349717629565,2778546,TCS.NS
