Date,Close,High,Low,Open,Volume,Ticker,SMA_10,SMA_50,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower,Returns,Momentum_5,Momentum_10,Volatility_5,Trend,RSI_lag1,RSI_lag2,MACD_lag1,MACD_lag2,Returns_lag1,Returns_lag2
2020-03-12,475.536376953125,492.5357890300457,469.13923040549446,485.3781638437168,55970485.0,RELIANCE.NS,564.8481475830079,645.8150421142578,11.53579472385016,-38.01972323873656,-23.776527174103244,725.7016027817376,493.2125543227546,-0.07849679025148593,-0.20653867238822232,-0.23635044895550827,0.06018163742582545,-80.96689453124998,19.75527757909795,12.869708563039907,-32.065864586306816,-28.124595148677372,0.0353633854645814,-0.12340676377933235
2020-03-13,494.4593505859375,509.982477758339,421.5855519763993,446.45836059532905,73297403.0,RELIANCE.NS,552.2797576904297,642.1977447509765,18.143771676039876,-40.74162914968963,-27.169547569220523,725.8937917385346,476.69197181127004,0.039792904496721127,-0.15699960436987104,-0.2026691397910737,0.07108042897622287,-89.9179870605468,11.53579472385016,19.75527757909795,-38.01972323873656,-32.065864586306816,-0.07849679025148593,0.0353633854645814
2020-03-16,454.37652587890625,483.0071128058158,449.5898351157526,474.44030673011787,38482258.0,RELIANCE.NS,538.2798492431641,637.5488507080078,16.778886969449957,-45.60737473575864,-30.85711300252815,728.5676525331634,453.50920598734444,-0.08106394319276766,-0.20086544137434947,-0.23553975303570973,0.07442997215382081,-99.26900146484365,18.143771676039876,11.53579472385016,-40.74162914968963,-38.01972323873656,0.039792904496721127,-0.07849679025148593
2020-03-17,450.9319458007813,474.19430109253625,448.7846523850041,468.4905324264047,45445979.0,RELIANCE.NS,524.494662475586,632.8145135498047,17.338452819409028,-49.174607725540454,-34.52061194713061,726.5833068184897,434.0384979910805,-0.007580893558402968,-0.09527432812837222,-0.23412985296218336,0.05901771502390047,-108.31985107421872,16.778886969449957,18.143771676039876,-45.60737473575864,-40.74162914968963,-0.08106394319276766,0.039792904496721127
2020-03-18,433.2614440917969,463.4130463567829,429.9063022506827,458.6710898591723,44730415.0,RELIANCE.NS,507.74799194335935,628.0457287597657,16.929565097046464,-52.81866666895752,-38.180222891495994,723.8918188312093,413.926162125822,-0.03918662643784199,-0.1604179391091617,-0.2787728617105909,0.05089902102002768,-120.29773681640631,17.338452819409028,16.778886969449957,-49.174607725540454,-45.60737473575864,-0.007580893558402968,-0.08106394319276766
2020-03-19,410.5359191894531,432.5904241545299,399.12841250234374,411.6095658236809,61404010.0,RELIANCE.NS,488.86969299316405,622.6157550048828,15.816733365152189,-56.884638862773784,-41.92110608575155,721.0834279035878,392.1435587907481,-0.052452220737021826,-0.13668871807483018,-0.314995884101429,0.04623743994935898,-133.74606201171872,16.929565097046464,17.338452819409028,-52.81866666895752,-49.174607725540454,-0.03918662643784199,-0.007580893558402968
2020-03-20,455.3831176757813,462.9657459489258,416.0383975453142,420.2882504902189,63360475.0,RELIANCE.NS,475.75330505371096,618.1851702880859,28.660730567164208,-55.844417324970834,-44.70576833359541,706.5938358873262,384.89850114880653,0.10924062034540816,-0.07902820093067431,-0.22362040902036684,0.07389138945403882,-142.43186523437498,15.816733365152189,16.929565097046464,-56.884638862773784,-52.81866666895752,-0.052452220737021826,-0.03918662643784199
2020-03-23,395.4825134277344,424.98544483853334,391.7247351423912,409.864893492159,40670949.0,RELIANCE.NS,458.44298095703124,612.2447680664062,24.564402997451268,-59.1714211048843,-47.59889888785319,696.2377286751521,368.3284212271917,-0.1315389216749452,-0.1296149979078528,-0.3044452655187061,0.08750281600964276,-153.80178710937497,28.660730567164208,15.816733365152189,-55.844417324970834,-56.884638862773784,0.10924062034540816,-0.052452220737021826
2020-03-24,422.0329284667969,433.9325104811008,400.73893016882965,416.0383884925766,45734887.0,RELIANCE.NS,450.80443115234374,606.8385064697266,27.356729467309663,-58.985747982271505,-49.87626870673685,682.8311714913211,359.2979880545772,0.06713423258324158,-0.06408731429010761,-0.15325576660793805,0.0969429352731252,-156.03407531738281,24.564402997451268,28.660730567164208,-59.1714211048843,-55.844417324970834,-0.1315389216749452,0.10924062034540816
2020-03-25,484.1478576660156,515.1494078462537,430.912866475202,431.15890365113535,73130298.0,RELIANCE.NS,447.6147979736328,602.7098828125,37.35200224732643,-53.21303824373666,-50.543622614136815,667.0587140892937,360.1221391821907,0.14718029094287988,0.11744966986593264,-0.061809303232173485,0.11646958576704997,-155.09508483886725,27.356729467309663,24.564402997451268,-58.985747982271505,-59.1714211048843,0.06713423258324158,-0.1315389216749452
2020-03-26,476.9678649902344,499.6486775382283,466.2984990986507,490.2095274623136,45744488.0,RELIANCE.NS,447.75794677734376,598.5656011962891,37.81646429704479,-48.656606516813156,-50.16621939467208,651.5761256957571,361.0299686645944,-0.014830165128468464,0.1618176210547959,0.0030102597960670607,0.11106979597228159,-150.80765441894533,37.35200224732643,27.356729467309663,-53.21303824373666,-58.985747982271505,0.14718029094287988,0.06713423258324158
2020-03-27,476.6994323730469,495.3540612398386,468.02079126607595,489.8516259919914,41657940.0,RELIANCE.NS,445.98195495605466,594.4656091308593,39.365227644090695,-44.55367478550272,-49.043710472838214,634.5702937739807,363.69141887250373,-0.0005627897325808373,0.04680962879357797,-0.035917852886885426,0.10342110211281888,-148.48365417480466,37.81646429704479,37.35200224732643,-48.656606516813156,-53.21303824373666,-0.014830165128468464,0.14718029094287988
2020-03-30,460.97503662109375,480.81514997134894,456.3002101742368,465.51569081571824,30229866.0,RELIANCE.NS,446.6418060302734,589.9254248046875,45.04147685421717,-42.085760699469404,-47.65212051816445,621.1201194723067,363.8015358011309,-0.03298597540524828,0.16560156510011326,0.014522120678272188,0.07411215168231523,-143.2836187744141,39.365227644090695,37.81646429704479,-44.55367478550272,-48.656606516813156,-0.0005627897325808373,-0.014830165128468464
2020-03-31,498.2395324707031,505.41952430798887,468.8260681247117,480.4348787671312,44292810.0,RELIANCE.NS,451.3725646972656,585.7449078369141,47.75875539535126,-36.69993363324119,-45.461683141179805,608.4353069762116,367.43192019664,0.08083842483696047,0.18057027986123542,0.1049107012942081,0.07591298236753999,-134.37234313964848,45.04147685421717,39.365227644090695,-42.085760699469404,-44.55367478550272,-0.03298597540524828,-0.0005627897325808373
2020-04-01,483.3426513671875,503.093264271414,467.5734569491014,502.0419846435416,41597459.0,RELIANCE.NS,456.3806854248047,581.7017303466797,51.05037751766041,-33.25039087869055,-43.01942468868196,590.2382998329444,373.89037753521967,-0.029899034766759702,-0.0016631413029686293,0.11559119316598987,0.04673279662795639,-125.321044921875,47.75875539535126,45.04147685421717,-36.69993363324119,-42.085760699469404,0.08083842483696047,-0.03298597540524828
2020-04-03,482.0006103515625,507.4997575779397,472.53909292167856,507.4997575779397,41367807.0,RELIANCE.NS,463.52715454101565,577.6178448486328,48.24035463934874,-30.275893236016202,-40.47071839814881,569.2697813408399,383.1270661933397,-0.0027765830551657045,0.010551539696350698,0.17407658580327534,0.04604940250776349,-114.09069030761714,51.05037751766041,47.75875539535126,-33.25039087869055,-36.69993363324119,-0.029899034766759702,0.08083842483696047
2020-04-07,539.5525512695312,543.0865994063779,492.0883712024452,493.0278157060707,54373624.0,RELIANCE.NS,471.9440979003906,574.689917602539,61.46435636406653,-23.00938391868675,-36.9784515022564,557.0381903724026,390.65921258169897,0.11940221585194966,0.1318506266802053,0.18483213436488444,0.06920833104514337,-102.74581970214842,48.24035463934874,51.05037751766041,-30.275893236016202,-33.25039087869055,-0.0027765830551657045,-0.029899034766759702
2020-04-08,533.3119506835938,549.7969487728319,518.929571501776,527.8766166035285,49880330.0,RELIANCE.NS,485.72704162597654,571.6953326416016,61.00519065844553,-17.551860324572544,-33.093133266719626,547.9947766947424,396.17524588826535,-0.011566251649174464,0.1569215430681956,0.3485095612983269,0.06511539108928344,-85.96829101562503,61.46435636406653,48.24035463934874,-23.00938391868675,-30.275893236016202,0.11940221585194966,-0.0027765830551657045
2020-04-09,545.7483520507812,551.4968241624882,533.692202595293,543.0865877041133,33032857.0,RELIANCE.NS,498.098583984375,568.9968975830078,65.24031721609559,-12.08392394861545,-28.891291403098794,556.5191590183632,392.38385611835554,0.023319187487260695,0.09535337219125961,0.29314163715478325,0.05894164446277291,-70.8983135986328,61.00519065844553,61.46435636406653,-17.551860324572544,-23.00938391868675,-0.011566251649174464,0.11940221585194966
2020-04-13,531.969970703125,543.534047096568,527.8766572382242,538.590786977077,23673784.0,RELIANCE.NS,502.88079528808595,566.1571002197265,66.86131087458618,-8.76134981343506,-24.865303085166047,559.2997393537204,391.1958539079984,-0.025246766748595162,0.10060630734405462,0.09877584353600288,0.05799208300555316,-63.276304931640595,65.24031721609559,61.00519065844553,-12.08392394861545,-17.551860324572544,0.023319187487260695,-0.011566251649174464
2020-04-15,514.388916015625,552.9283884903713,511.3245453160948,535.50397581859,35321842.0,RELIANCE.NS,506.622900390625,563.2770416259766,58.86423969062711,-7.460826294408491,-21.384407727014537,563.0470127828199,391.33383438514886,-0.03304896076044006,0.06719556981564612,0.07845612623432574,0.06245475508886277,-56.65414123535163,66.86131087458618,65.24031721609559,-8.76134981343506,-12.08392394861545,-0.025246766748595162,0.023319187487260695
2020-04-16,522.53076171875,531.2094028193618,512.2192985890305,514.3889290016788,37455706.0,RELIANCE.NS,511.20603332519534,560.4873468017578,72.60067440732035,-5.707381985014024,-18.249002578614434,566.5318445426356,390.65614373861445,0.015828190401516506,-0.031547973428593945,0.09614303318456074,0.024844767990664332,-49.281313476562445,58.86423969062711,66.86131087458618,-7.460826294408491,-8.76134981343506,-0.03304896076044006,-0.025246766748595162
2020-04-17,547.5601196289062,550.2442808995188,533.535612903734,543.9813374764348,33269335.0,RELIANCE.NS,519.8645416259766,558.5212286376953,72.45159257008407,-2.2719155049345545,-15.05358516387846,575.5544458407435,390.95190181550646,0.04790025725533886,0.026716387898394922,0.187830307780815,0.034106631912474775,-38.65668701171876,72.60067440732035,58.86423969062711,-5.707381985014024,-7.460826294408491,0.015828190401516506,-0.03304896076044006
2020-04-20,556.4178466796875,562.3228590945811,537.7184814324796,548.4549490845818,36030932.0,RELIANCE.NS,525.682373046875,557.0194659423828,65.96819473332229,1.1521793710296606,-11.812432256896836,585.0128500173031,392.04208772683745,0.016176720570490577,0.01955020952204989,0.1167677601182826,0.033327511150330044,-31.337092895507794,72.45159257008407,72.60067440732035,-2.2719155049345545,-5.707381985014024,0.04790025725533886,0.015828190401516506
2020-04-21,553.5324096679688,560.0860954670951,520.719067459836,541.2972622124873,61371628.0,RELIANCE.NS,532.7013488769531,555.6939593505859,67.24434504650034,3.5915672259526445,-8.73163236032694,591.5139816467981,397.5680526549598,-0.005185737713010119,0.04053318824809571,0.14521738998667266,0.029910251662269696,-22.992610473632794,65.96819473332229,72.45159257008407,1.1521793710296606,-2.2719155049345545,0.016176720570490577,0.04790025725533886
